ObjectId,Indicator,Unit,Date,Value
289,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1970M09,323.1
290,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1970M09,0.22
291,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1970M10,323.06
292,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1970M10,0.4
293,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1970M11,324.01
294,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1970M11,0.36
295,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1970M12,325.13
296,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1970M12,0.31
297,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1971M01,326.17
298,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1971M01,0.34
299,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1971M02,326.68
300,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1971M02,0.21
301,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1971M03,327.17
302,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1971M03,0.07
303,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1971M04,327.79
304,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1971M04,-0.1
305,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1971M05,328.93
306,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1971M05,0.26
307,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1971M06,328.57
308,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1971M06,0.27
309,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1971M07,327.36
310,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1971M07,0.31
311,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1971M08,325.43
312,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1971M08,0.23
313,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1971M09,323.36
314,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1971M09,0.08
315,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1971M10,323.56
316,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1971M10,0.15
317,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1971M11,324.8
318,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1971M11,0.24
319,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1971M12,326.01
320,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1971M12,0.27
321,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1972M01,326.77
322,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1972M01,0.18
323,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1972M02,327.63
324,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1972M02,0.29
325,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1972M03,327.75
326,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1972M03,0.18
327,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1972M04,329.72
328,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1972M04,0.59
329,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1972M05,330.07
330,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1972M05,0.35
331,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1972M06,329.09
332,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1972M06,0.16
333,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1972M07,328.04
334,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1972M07,0.21
335,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1972M08,326.32
336,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1972M08,0.27
337,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1972M09,324.84
338,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1972M09,0.46
339,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1972M10,325.2
340,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1972M10,0.51
341,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1972M11,326.5
342,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1972M11,0.52
343,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1972M12,327.55
344,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1972M12,0.47
345,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1973M01,328.55
346,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1973M01,0.54
347,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1973M02,329.56
348,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1973M02,0.59
349,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1973M03,330.3
350,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1973M03,0.78
351,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1973M04,331.5
352,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1973M04,0.54
353,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1973M05,332.48
354,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1973M05,0.73
355,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1973M06,332.07
356,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1973M06,0.91
357,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1973M07,330.87
358,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1973M07,0.86
359,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1973M08,329.31
360,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1973M08,0.92
361,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1973M09,327.51
362,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1973M09,0.82
363,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1973M10,327.18
364,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1973M10,0.61
365,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1973M11,328.16
366,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1973M11,0.51
367,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1973M12,328.64
368,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1973M12,0.33
369,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1974M01,329.35
370,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1974M01,0.24
371,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1974M02,330.71
372,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1974M02,0.35
373,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1974M03,331.48
374,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1974M03,0.36
375,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1974M04,332.65
376,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1974M04,0.35
377,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1974M05,333.18
378,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1974M05,0.21
379,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1974M06,332.2
380,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1974M06,0.04
381,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1974M07,331.07
382,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1974M07,0.06
383,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1974M08,329.15
384,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1974M08,-0.05
385,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1974M09,327.33
386,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1974M09,-0.05
387,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1974M10,327.28
388,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1974M10,0.03
389,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1974M11,328.31
390,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1974M11,0.05
391,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1974M12,329.58
392,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1974M12,0.29
393,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1975M01,330.73
394,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1975M01,0.42
395,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1975M02,331.46
396,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1975M02,0.23
397,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1975M03,331.94
398,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1975M03,0.14
399,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1975M04,333.11
400,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1975M04,0.14
401,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1975M05,333.95
402,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1975M05,0.23
403,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1975M06,333.42
404,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1975M06,0.37
405,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1975M07,331.97
406,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1975M07,0.27
407,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1975M08,329.95
408,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1975M08,0.24
409,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1975M09,328.5
410,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1975M09,0.36
411,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1975M10,328.36
412,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1975M10,0.33
413,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1975M11,329.38
414,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1975M11,0.33
415,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1975M12,330.78
416,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1975M12,0.36
417,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1976M01,331.56
418,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1976M01,0.25
419,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1976M02,332.74
420,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1976M02,0.39
421,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1976M03,333.36
422,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1976M03,0.43
423,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1976M04,334.74
424,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1976M04,0.49
425,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1976M05,334.72
426,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1976M05,0.23
427,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1976M06,333.98
428,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1976M06,0.17
429,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1976M07,333.08
430,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1976M07,0.33
431,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1976M08,330.68
432,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1976M08,0.22
433,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1976M09,328.96
434,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1976M09,0.14
435,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1976M10,328.72
436,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1976M10,0.11
437,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1976M11,330.16
438,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1976M11,0.24
439,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1976M12,331.62
440,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1976M12,0.25
441,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1977M01,332.68
442,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1977M01,0.34
443,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1977M02,333.17
444,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1977M02,0.13
445,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1977M03,334.96
446,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1977M03,0.48
447,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1977M04,336.14
448,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1977M04,0.42
449,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1977M05,336.93
450,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1977M05,0.66
451,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1977M06,336.17
452,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1977M06,0.66
453,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1977M07,334.89
454,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1977M07,0.54
455,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1977M08,332.56
456,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1977M08,0.57
457,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1977M09,331.29
458,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1977M09,0.71
459,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1977M10,331.28
460,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1977M10,0.78
461,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1977M11,332.46
462,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1977M11,0.7
463,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1977M12,333.6
464,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1977M12,0.6
465,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1978M01,334.94
466,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1978M01,0.68
467,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1978M02,335.26
468,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1978M02,0.63
469,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1978M03,336.66
470,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1978M03,0.51
471,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1978M04,337.69
472,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1978M04,0.46
473,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1978M05,338.02
474,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1978M05,0.32
475,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1978M06,338.01
476,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1978M06,0.55
477,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1978M07,336.5
478,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1978M07,0.48
479,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1978M08,334.42
480,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1978M08,0.56
481,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1978M09,332.36
482,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1978M09,0.32
483,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1978M10,332.45
484,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1978M10,0.35
485,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1978M11,333.76
486,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1978M11,0.39
487,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1978M12,334.91
488,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1978M12,0.39
489,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1979M01,336.14
490,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1979M01,0.36
491,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1979M02,336.69
492,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1979M02,0.43
493,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1979M03,338.27
494,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1979M03,0.48
495,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1979M04,338.82
496,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1979M04,0.33
497,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1979M05,339.24
498,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1979M05,0.36
499,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1979M06,339.26
500,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1979M06,0.37
501,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1979M07,337.54
502,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1979M07,0.31
503,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1979M08,335.72
504,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1979M08,0.39
505,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1979M09,333.97
506,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1979M09,0.48
507,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1979M10,334.24
508,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1979M10,0.54
509,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1979M11,335.32
510,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1979M11,0.47
511,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1979M12,336.81
512,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1979M12,0.57
513,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1980M01,337.9
514,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1980M01,0.52
515,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1980M02,338.34
516,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1980M02,0.49
517,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1980M03,340.07
518,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1980M03,0.53
519,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1980M04,340.93
520,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1980M04,0.62
521,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1980M05,341.45
522,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1980M05,0.65
523,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1980M06,341.36
524,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1980M06,0.62
525,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1980M07,339.45
526,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1980M07,0.57
527,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1980M08,337.67
528,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1980M08,0.58
529,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1980M09,336.25
530,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1980M09,0.68
531,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1980M10,336.14
532,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1980M10,0.57
533,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1980M11,337.3
534,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1980M11,0.59
535,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1980M12,338.29
536,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1980M12,0.44
537,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1981M01,339.29
538,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1981M01,0.41
539,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1981M02,340.55
540,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1981M02,0.65
541,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1981M03,341.63
542,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1981M03,0.46
543,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1981M04,342.6
544,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1981M04,0.49
545,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1981M05,343.04
546,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1981M05,0.47
547,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1981M06,342.54
548,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1981M06,0.35
549,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1981M07,340.82
550,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1981M07,0.4
551,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1981M08,338.48
552,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1981M08,0.24
553,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1981M09,336.95
554,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1981M09,0.21
555,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1981M10,337.05
556,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1981M10,0.27
557,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1981M11,338.58
558,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1981M11,0.38
559,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1981M12,339.91
560,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1981M12,0.48
561,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1982M01,340.93
562,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1982M01,0.48
563,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1982M02,341.76
564,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1982M02,0.36
565,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1982M03,342.78
566,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1982M03,0.34
567,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1982M04,343.96
568,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1982M04,0.4
569,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1982M05,344.77
570,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1982M05,0.5
571,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1982M06,343.88
572,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1982M06,0.39
573,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1982M07,342.42
574,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1982M07,0.47
575,Monthly Atmospheric Carbon Dioxide Concentrations,Parts Per Million,1982M08,340.24
576,"Monthly Atmospheric Carbon Dioxide Concentrations, Year on Year Percentage Change",Percent,1982M08,0.52
